id;is_misinfo;Texts
1,35995E+18;1;“An entire school district in Ohio canceled classes on Monday this week after so many of the staff suffered side effects from one of the experimental COVID mRNA injections over the weekend.”https://t.co/c0RsB73Qbr
1,37407E+18;0;Krispy Kreme is trash, but the vaccine move is a good boy tier marketing strategy.
1,38821E+18;1;is their a reason that vaccinated people are discriminating against those who don’t want to get an untested vaccine #NoVaccinePassports #Pfizer #NoMoreLockdowns
1,35892E+18;1;"Take ONE look on the Georgia Guide stones,&amp; then look at what's going on today. You all do know that @BillGates family were heavily involved in eugenics right? Take these EXPERIMENTAL BIOLOGICAL AGENTS if you want to. THIS will be your fate as well. https://t.co/Vm6KxJnRZy"
1,34404E+18;0;Anybody else feeling like an aging Christmas tree? Trying to be positive and festive but actually tired and dropping, one touch and the needles (aka tears) drop #christmas #COVID19 #nhs grateful we had a tree and Christmas and happy children. #vaccine #lightendoftunnel 2021 https://t.co/59vx7KpxrF
1,38749E+18;1;"https://t.co/JmiKhw6UOO
DOCTORS WORLDWIDE ARE EXPOSING THE CORONA VACCINE SIDE EFFECTS.
#Anonymous #wakeup #truth #RealNews #news #NewsUpdate #infowar #newsalert #BREAKING #BreakingNews #vaccination #vaccinated #vaccines"
1,37375E+18;0;has anyone gotten their second pfizer vaccine im scared LOL
1,37297E+18;0;"It’s been 24 hrs since my 1st dose of #Moderna vaccine! I woke up this a.m with a headache. Last night I felt slightly warm with very slight body aches (feet &amp; legs). My arm doesn’t hurt so much. Took Tylenol &amp; I’m okay. I feel like I have a cold. #DollyDose #GetVaccinated"
1,3422E+18;0;if you think that dream is going to actually face reveal on the 2020 rewind then you dont gotta worry about whats in the vaccine love
1,34652E+18;1;Experimental mRNA V****** Are Operating System Designed To Program Human DNA, Says Moderna   https://t.co/oYkhnGLGDO
1,3719E+18;1;My guess is that each of the experimental gene therapy drugs that Big Pharma is calling a “COVID-19 vaccine” is geared to produce pathogenic priming in repsonse to a diff agent. That way, when the gov’t wants to whack only 25% of the population, they’ll know which CV to release.
1,36046E+18;0;Got my first vaccine today which means we are one step closer to being able to see @kkellogg309
1,3439E+18;0;Hi everyone. We made it through another close shave. Thanks so much to all of you for the concern and messages. I'm very grateful to you and to the @PresidencyZA for reinstating level 3. We won't be leaving home again till the vaccine is here though. #WearAMask #StaySafe
1,34648E+18;0;If you use ghost bond to glue your lashes you don’t need to worry about what’s in the vaccine
1,34421E+18;1;"#CNN #COVID19 @CDCgov 
@CNN @JoeBiden
@realDonaldTrump @NYGovCuomo @NYCMayor 

These vaccines are EXPERIMENTAL highly invasive and unproven.
Rushing vaccination and promising a cure are the very worst that you can do.
Vax slowly..a few at a time..observe

https://t.co/JhI6sDOLVZ"
1,34682E+18;1;Watch Bill Gates Admitting mRNA 'Experimental' Vaccine Will CHANGE Recipient's DNA FOREVER https://t.co/qbboNDEhy1
1,38736E+18;0;"Bangalore's MP Task Force and RSS Seva Bharathi joined hands for #COVIDVaccination drive in apartments. Request @oja_queen to replicate similar initiative in #Guwahati. 

#VaccinesWork #vaccination
#VaccineRegistration #vaccine #VaccineFor18Plus #VaccinationDrive https://t.co/IUOpEYRkH1"
1,34432E+18;1;From former Planned Parenthood chief: Coronavirus vaccinations are off to a very slow start. That should set off alarms. https://t.co/0DJhh1ccgj Yet in August, the same crowd was warning about dangers of rushed vaccines. https://t.co/AGD3avbsUF
1,34625E+18;0;Just got the covid vaccine! <U+2705> https://t.co/XQW9Cvjpne
1,3469E+18;0;1st vaccine <U+0001F489> dose <U+0001F48B>Mx https://t.co/tEUkqBVbCm
1,34683E+18;0;If u eat rustlers burgers u don’t need to worry about what’s in the vaccine x
1,34689E+18;0;Second dose of vaccine taken.  So far, so good
1,34689E+18;0;South west Florida vaccine availability
1,37246E+18;1;The #mRNA #CovidVaccine is not a #vaccine , it's a gene therapy.
1,36047E+18;0;Got my first dose of the Pfizer vaccine about seven hours ago, and besides a sore arm, I'm feeling fine! Very grateful that they had leftovers and invited people below 65 who work in the school system.
1,37386E+18;1;"getting my c0vid vaccine soon &lt;3 so excited for MY cure for the Chinese bioweapon. get the shot and forget. government cant do shht....trust the plan _- Q"
1,38791E+18;0;Received my first dose of the COVID-19 vaccine today! #TeamPfizer #StickItToCOVID #GetVaccinatedSK https://t.co/LskF5140lO
1,34328E+18;0;"I was lucky to get my first vaccine dose against #COVID19 today 

Even when I get the second one, until everyone else is vaccinated we must carry on with

#SocialDistancing 
#facemasks 
#HandHygiene

We are all in together in this, we will come out of this together"
1,34329E+18;1;"Why are we listening to #BillGates about medicine or science? He's not a doctor and never even finished college. And, yet, he is urging that a rushed-to-market, untested vaccine that alters your DNA is a great idea!?!?
https://t.co/5wYwHvvCbm #Covid_19 #vaccines"
1,36023E+18;1;"Irish GP who refuses to give vaccine breaks silence after being slammed by HSE https://t.co/27ZOY3T908 The Irish Doctors are finally speaking out against this deadly vaccine and flawed `tests`.
The doctor also revealed he does not refer his patients for Covid tests..."
1,38828E+18;0;Moderna Mami? Pfizer Papi? What about a Johnson and Johnson Jackass?
1,37333E+18;1;"WARNING !! DR. HOTZE EXPOSES ""DANGEROUS EXPERIMENTAL GENE THERAPY"" AKA COVID-19 VACCINE ! MUST WATCH https://t.co/q40DwNujoZ via @BitChute"
1,34327E+18;0;On my way to get my first dose of the Covid-19 Vaccine! <U+263A><U+FE0F> #stickitinmeplease #COVID19 #vaccine https://t.co/fQjcIQigWF
1,34692E+18;1;"ICYMI: It’s dangerous to introduce COVID-19 vaccine in Nigeria now – Virologists
https://t.co/nrGpCouyFd"
1,37305E+18;0;Not sure herd immunity s attainable. Thanks, Trumpty Dumpty. #BecauseTrump #TrumpFlu #GetVaccinated https://t.co/lbJ0qDv8j0
1,36029E+18;0;Just received the second dose of the COVID vaccine.
1,35919E+18;0;Just got an appointment for my first COVID vaccine! I’m so excited.
1,34241E+18;0;If you have made SkIn to SKiN contact with the lota in the imambargha bathroom, dont worry about what's in the vaccine <U+2764><U+FE0F>
1,36016E+18;0;2nd dose of Pfizer for patient critical health care workers then, it is less than a days vaccination on a good day. We've closed ours too. Then move to next groups https://t.co/bglJpAz8pX
1,38828E+18;0;AstraZeneca Vaccine  Gives Sufficient Protection Against UK Variant https://t.co/yDK5u1DrX0
1,3589E+18;1;"Facebook to take down posts with false claims about vaccines...but most people do not know these are ""Investigational"" and are gene therapy...and that re is NO APPROVED  COVID VACCINE YET, ONLY INVESTIGATIONAL..AND THOSE THAT TAKE IT Now ARE PART OF the STUDY Group."
1,34309E+18;0;if you eat coleslaw dont worry about whats in the vaccine
1,38639E+18;1;"Does anyone have more info of the ""verbiage"" of the law being changed for the definition of a VACCINE?

Specifically to include ""experimental gene therapy"" as a vaccine.

@ashkaur @gbdeclaration @dockaurG @MichaelPSenger @dockaurG  @OzraeliAvi"
1,3444E+18;1;This advice contradicts the information in the Pfizer /UK guidance.  Is this part of the depopulation agenda ? They really want to experiment on babies don't they ?? Evil wicked people https://t.co/Hya8Poir5J
1,38721E+18;0;If you had a madcon faze then don’t worry about what’s in the covid vaccine
1,34618E+18;0;i just got the Covid-19 Vaccine <U+0001F60A>
1,38764E+18;1;"Grasping at straws: Lisa Marie Holt in saying that the Covid-19 pandemic was always planned…
*It’s a feeble attempt to link Bill Gates, depopulation and the Pfizer vaccine.

https://t.co/FOOziNr26b https://t.co/xnoe0jjIZl"
1,38635E+18;1;"&amp;apos;VACCINE&amp;apos; - Expert Confirms Fertility Issues, Speculates Depopulation, Brings Damning Evidence https://t.co/pWyyxmMOER"
1,37301E+18;0;"My partner, who is high risk, was able to get the first dose of the vaccine this afternoon. So thankful for the medical community, and thankful for the leadership we have with @JoeBiden and @jaredpolis that was able to make this possible! @CallieBCherry 

#GetVaccinated https://t.co/ze55gen0vu"
1,37408E+18;0;Bit of a vaccine update: I’ve had a headache since Friday but no other issues
1,34621E+18;1;Former FEMA operative Celeste Solum on what she says is in the Gates vaccine – I say that the ‘bioweapon’ is not in fact the ‘virus’ which does not exist, but the vaccine justified by the ‘virus’ and people will have to decide what they they think –  https://t.co/oUV7sZLong
1,38554E+18;1;Who would ever take a vaccine that is a bioweapon that genetically modifies your DNA into mRNA? The truth hurts but a slow death is worse especially when the bad outcomes of the vaccine begin showing up in about 48 weeks. Good Luck!
1,37404E+18;0;Getting my first vaccine shot next Monday <U+0001F91D>
1,37414E+18;0;Got my first of the two for the vaccine !!!! Woohooooo <U+2728><U+0001F489>
1,34605E+18;1;"Please read this.
Stop criminally dangerous vaccine jingoism. 
https://t.co/rTOLZZvEFQ"
1,39045E+18;0;This second Pfizer shot trying to take me out. But i reckon I'll take a day of sickness to avoid the sickness
1,34614E+18;0;Okay so I just got my first shot of the Moderna vaccine.
1,38579E+18;1;"&amp;apos;VACCINE&amp;apos; - Expert Confirms Fertility Issues, Speculates Depopulation, Brings Damning Evidence https://t.co/eZXaogl0U6"
1,37408E+18;0;"These vaccines are safe and effective, and getting your shot will help us save lives. We’re going to continue doing outreach to our communities to tackle vaccine hesitancy.
https://t.co/ih3kSe1N8q"
1,35954E+18;1;"Thread. Info from Dr. Joseph Mercola

The COVID-19 ""vaccine"" is not a vaccine, it's a gene therapy. By calling it a vaccine, the government is violating 15 US Code Section 41, which regulates deceptive practices in medical claims."
1,3469E+18;0;Conspiracy theories and misinformation about the coronavirus vaccine are still spreading on Facebook and Instagram, more than a month after Facebook pledged it would take them down. https://t.co/WfWplxMGS0
1,36024E+18;0;Vaccine booked for tomorrow. Mum next week. Feeling very grateful <U+2764><U+FE0F>
1,3903E+18;0;First vaccine booked for May 23rd. Feeling pretty grateful to be getting this process started.
1,36021E+18;0;Update #2 on Pfizer’s 2nd dose: I still have a bit of chills and the nausea has intensified. These side effects are kicking my ass and I’ve been in and out of sleep since 2am <U+0001F605>
1,34686E+18;0;If you got your ear pierced on a jersey boardwalk you don’t need to worry about what’s in the vaccine
1,34471E+18;0;Getting my covid-19 vaccine on Saturday! Super excited <U+0001F970>
1,38718E+18;0;Get your reading fix at your local bookstore and check your health department website for the COVID vaccine! #shelfawareness #indiesfirst #GetVaccinated https://t.co/gxGfF4AArJ
1,37288E+18;1;"""DR STEVE HOTZE THIS IS NOT A VACCINE IT´S A mRNA GENE THERAPY"" https://t.co/B29hpcnVEs via @BitChute"
1,35949E+18;1;Watch Bill Gates Admitting mRNA 'Experimental' Vaccine Will CHANGE Recipient's DNA FOREVER https://t.co/5HF68MNwep
1,34219E+18;0;If you were a theater kid don’t worry about what’s in the vaccine
1,34362E+18;0;Received my first COVID vaccine dose today. Drive through set up getting first responders vaccinated in Contra Costa County. Thanks to @ContraCostaFire for hosting and getting us all through Cc @ECCFPD https://t.co/ipP5rHw7IG
1,37324E+18;0;Covid vaccine today. Fantastic that these little jabs will help open up the country, bring some form of normality back and hopefully end the tragedy that we have all seen unfolding around the world. #COVID19 #GetVaccinated #NHSCovidVaccine
1,34364E+18;0;Got my first dose of the COVID vaccine today, which is great, but I was so anxious that I would oversleep and miss my appointment that I woke up about half a dozen times throughout the night and now I am le tired. https://t.co/mQGqogsaTJ
1,34358E+18;1;.@GovTimWalz Force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional. Medical mandates don't belong in a free society. Let each person choose how they care for their bodies. #nomandates #noforcedcovidvaccines
1,38749E+18;0;Vaccine #2 done! So begins the 2 week countdown to full immunity! #vaccinated #GetVaccinated #CovidVaccine #vaccine #COVIDVaccination #COVID19Vaccination #Covid https://t.co/Xme1fB3r20
1,38682E+18;1;To no surprise at all, the majority do not want an experimental mRNA gene therapy. Extra points for trying to blame the LNP govt for a failed rollout, it's a genuine grassroots rejection of a vaccine. #auspol #covid19Aus #COVID19Vaccine @GuardianAus https://t.co/BUQEb5xbKe
1,37295E+18;1;"Steve Quayle discusses the lateness of the hour, pulling together such issues as the Communist Chinese Party virus, the experimental gene therapy being promoted as a vaccine, and the Globals’ “Extinction Protocols.”

https://t.co/bRlsTQolK1"
1,38598E+18;1;"Dr. Jane Ruby

&amp;apos;VACCINE&amp;apos; - Expert Confirms Fertility Issues, Speculates Depopulation, Brings Damning Evidence https://t.co/cUsjcRtZJA"
1,3468E+18;0;If you eat at White Castle or Arby’s: you don’t need to worry about what’s in the vaccine
1,3875E+18;0;"#Chicago issued an ordinance that outlawed employers from punishing employees who take company time to go get #vaccinated. The city is doing this in hopes to get more citizens vaccinated. Watch today's #MorningMusing for more.
#Vaccine 
https://t.co/zmfgznTb4y"
1,34225E+18;0;If you didn’t use shatafa don’t worry about what’s in the vaccine
1,34381E+18;0;"The Doc’s give out Benzos before you get the COVID vaccine right?

I’m nervous, I’m grateful. My imagination runs wild with the possibilities of what will come from getting the vaccine. Most likely just being lucky."
1,39021E+18;0;"I'm grateful to all those prepared to test highly uncertain gene therapies on themselves for medical science.

But I wish you were many fewer, because how will the rest of us afford to care for you if the side-effects are more serious than the govt says?

https://t.co/EB06NJ0zB2"
1,36001E+18;1;Did you know that mRNA COVID-19 vaccines aren’t vaccines in the medical and legal definition of a vaccine? They do not prevent you from getting the infection, nor do they prevent its spread. They’re really experimental gene therapies.
1,37295E+18;0;2nd Covid Vaccine Shot: Done! #vaccinated #Moderna
1,36056E+18;1;"Pfizer CEO Sold $5.6 Million Of Stock After His Firm Put Out Press Release That Sent Shares Soaring

“Albert Bourla sold almost $5.6M worth of stock the same day his company announced data on its experimental C19 vaccine that sent shares soaring.” [https://t.co/ebJEwidwTQ]"
1,37327E+18;1;My estranged Brother from Texas called me out of the blue to tell me not to get the vaccine because it's Gene therapy. https://t.co/Rh4iFcdRnQ
1,3461E+18;1;"NOT OK with the government forcing an EXPERIMENTAL VACCINE on people that has NOT been shown to PREVENT TRANSMISSION.  

Severe side effects reported.  No peer viewed studies.  No studies on children.  And they are already talking about FORCING IT ON PEOPLE INCLUDING CHILDREN!!!"
1,38781E+18;0;Officially vaccinated! #VaccinesWork #ILoveVaccines #vaccinated #AstraZeneca #Winnipeg #Manitoba #Canada
1,34687E+18;0;if you have used the roisin dubh bathrooms after 1am you dont need to worry about whats in the vaccine
1,36035E+18;0;Just booked my first covid vaccine! <U+0001F64C><U+0001F3FB><U+0001F489>
1,34394E+18;0;Best ever growing old birthday gift..covid vaccine tomorrow #so grateful#NHS
1,3469E+18;0;If you’ve used pond water to fill your bong, don’t worry about what’s in the vaccine
1,38779E+18;0;if you ship naden, you don't have to worry about what's in the vaccine
1,34332E+18;0;Me walking into my first in-person lecture after we all get the vaccine  https://t.co/ylpVlJmk0k
1,38786E+18;0;2nd Pfizer shot done! Have water and Power Ade at home for hydration. Spending tomorrow in my recliner. #vaccinated
1,38712E+18;0;"“But Mommy, if a vaccine was available in January 2021, why did Uncle Jim die in April?”

With questions like this coming, pre order my new masterclass: “How to talk to your kids about how fucking stupid we are.”  
0.01 <U+0E3F>
#COVID19Vaccination #GetVaccinated #MASTERCLASS"
1,37319E+18;0;I got the #AstraZeneca vaccine and I felt pretty rubbish for days. Sore arm, aching joints, difficulty concentrating. Really made me think: getting Covid for real would have been utterly awful #GetVaccinated
1,36037E+18;0;Finally set up my appointment for my first dose of the Covid vaccine! Woot woot <U+0001F64C><U+0001F3FC><U+0001F64C><U+0001F3FC> Mexico here I come.
1,37407E+18;0;Scheduled for my first vaccine shot PUT IT IN ME!
1,34697E+18;0;"Schedule your #COVID19 vaccination here: https://t.co/5fyaRGIbYI 

Current eligible groups include:
<U+2705>Health care workers
<U+2705>Residents and staff in certain group living facilities
<U+2705>Medical examiners and coroners
<U+2705>Funeral workers 
<U+2705>Frontline, high-risk public health workers"
1,34441E+18;0;"Got my first dose of #Moderna vaccine.Grateful &amp; excited!Thank you #healthcare workers &amp; scientists making it possible.Just a head up for those planning 2 take it:your arm might be really sore &amp; heavy for a few days.I didn’t know &amp; had to cancel my plans for the day. #vaccinated"
1,38711E+18;0;"#vaccinated #GetVaccinated #VaccinesWork 

New CDC guidelines! Get a #vaccine and #FreeYourFace safely! https://t.co/v77CFyQfMQ"
1,38728E+18;1;"They're not ""vaccine passports,"" they're movement licenses. It's not a vaccine, it's experimental gene therapy. ""Lockdown"" is at best completely pointless universal medical isolation and at worst ubiquitous public incarceration.

Call things what they are, not their euphemisms."
1,38782E+18;1;"Y'all getting wine for that 
RNA GENE THERAPY
https://t.co/kgear3SkYj"
1,38767E+18;0;If you took the vaccine, don’t worry about what’s in the vaccine
1,34662E+18;0;if you’ve ever funnelled out of a random funnel at a bush party, you don’t need to worry about whats in the covid vaccine
1,38736E+18;0;"Registration for vaccine shot for people aged 18 y/o+ has started 4 pm IST on:
<U+2714><U+FE0F>Aarogya Setu app @SetuAarogya 
<U+2714><U+FE0F>CoWin web portal (https://t.co/1x0sBi04u2)

Go, get registered and #GetVaccinated. 
#vaccine #vaccinated #VaccinesWork"
1,35959E+18;0;#vaccinated Going to get Moderna vaccine 2 now. Hoping for little side effects but prepared just the same. <U+0001F64F>
1,38814E+18;0;So I’ve taken the 2nd vaccine and man I’ve never felt so fatigued but woke this morning with my energy back.  Only have a sore arm but that’s expected.
1,34367E+18;0;I got my first dose of the Moderna vaccine on Christmas Day. What a gift! #VaccinesWork
1,37296E+18;1;"UK storming ahead with Vaccines.

US under Biden hit its target very quickly.

The EU lagging behind with Leaders adding to the dangerous vaccine scepticism.

Hungary is an EU leader in vaccinations - with a Russian vaccine!

Very proud to be British. <U+0001F60A>"
1,34662E+18;0;If you've ever taken a mat shot while the bartenders count out their tips and the bouncers sweep and mop, you don't need to worry about what's in the vaccine.
1,3469E+18;0;Top vaccine myths and the truth about them! @DOMSinaiNYC @MountSinaiNYC https://t.co/Crlacei4QQ
1,34689E+18;0;if you like alex james don’t worry about what’s in the vaccine
1,38724E+18;0;"The United States and different partners support global vaccine distribution, and more developing countries will receive COVID-19 vaccines.
https://t.co/FYdN2S4MLu
#VaccinesWork #WorldImmuniztionWeek"
1,37229E+18;1;"A Texas doctor reveals the truth about the COVID-19 vaccine the MSM is refusing to admit in regards to experimental gene therapy.

https://t.co/98t4kzzA2R"
1,35982E+18;1;"Jonathan Van-Tam: ""YOUR CHILD that has a 99.997% chance of survival (if infected!) WILL TAKE #COVID19 experimental ""VACCINE"" that hasn't been through trial &amp; has proven side-effects.""

Susan: ""Your voice is so calming!""
Harry: ""Jonathan for PM!"" 
Sarah: ""You're so reassuring!"" https://t.co/QXQWy0fukL"
1,38741E+18;0;"Second dose is in the books!
#PfizerVaccine #Pfizer #vaccinated #VaccinesWork https://t.co/RHNprHZRhO"
1,38711E+18;0;"If you won't take vaccine and know someone that suffered from COVID-19, or died from it, get the shot anyway. 

Not for yourself... for them! <U+0001F622>

#Covid19 #vaccine #GetVaccinated #VaccinesWork #StaySafe https://t.co/FeZWtRuzRF"
1,3873E+18;0;"// He said that most vaccines cannot ""elicit immune response to levels sufficient to prevent infection"". But those who have received Covid-19 vaccines ""around the world have also shown greatly reduced risk of hospitalisation and death"". // #VaccinesWork

https://t.co/O2Y6k7mXCI"
1,36028E+18;1;COVID vaccine is now illegal in India because it never had trial runs and is not only experimental and unproven but it has maimed and killed tens of thousands. COVID is a depopulation bioweapon. Lockdowns were meant to drive suicides. This is the Bill Gates'/ Fauci extermination.
1,36079E+18;1;The same people calling everyone a racist also support a gene therapy covid vaccine tied to a passort proving superior genetics
1,38785E+18;0;Second dose done! #Pfizer #vaccinated https://t.co/gYvd9sBh99
1,38814E+18;0;Almost time to go get my 2nd vaccine shot. https://t.co/WKEKl70HBx
1,35932E+18;0;South Africa Suspends AstraZeneca Vaccinations https://t.co/ckDEa0zZW9
1,3873E+18;0;"As part of #WorldImmunisationWeek, learn more about #VaccineHesitancy and the power of #science in developing and approving new #vaccines at an unprecedented speed in our interview with @michaeljdeml, a medical sociologist at @SwissTPH <U+0001F449> https://t.co/hrd4lqbRIs

| #VaccinesWork https://t.co/Fy8N2RBBby"
1,36035E+18;0;Got my first shot of the covid-19 vaccine!
1,34398E+18;0;So grateful to receive the Covid-19 vaccine today! We’re in this together! #schoolnurses #parksidestrong #teamtroy @LeanderISD https://t.co/RaTOhM8bg5
1,37303E+18;0;"Still looking for a vaccine appointment? Dr. B portal may be able to help you…. #leftovervaccines #shotsinarms #getvaccinated

https://t.co/genRiUCynL"
1,34673E+18;0;don't worry about what's in the vaccine if you've ever talked to a man
1,38711E+18;1;For a generation that has turned from the Lord and claims science as its god, they sure throw those sentiments away when it comes to an untested vaccine
1,3467E+18;0;if you watched the grudge (2020), you don’t need to worry about what’s in the covid vaccine
1,34221E+18;0;If you’ve ever slept with someone who was mean to you, don’t worry about what’s in the vaccine.
1,37413E+18;0;I received my second COVID vaccine today and I am very happy. I feel great, too. Looking forward to a better year that includes a new Great Grandbaby, hugging and kissing my kids and grandkids.
1,34655E+18;1;DEPOPULATION AND THE OXFORD VACCINE https://t.co/XRRtFKBrmy via @YouTube
1,38635E+18;1;"'This Is Not A Vaccine, This Is NOT A Vaccine'
'The Synthetic Spike Protein Is A BioWeapon'
And Can Attach To Receptors All Over The Body

Replace c*m with com to go to the link
https://www.bitchute.c*m/video/iN8JWKJfyP4e/"
1,3596E+18;0;At 12:17 pm I received my first dose of the Moderna vaccine. #vaccinated
1,35846E+18;1;PAY ATTENTION!  A trial of an experimental coronavirus vaccine detected the most sobering signal yet that people who have recovered from infections are not completely protected against a variant that originated in South Africa and is spreading rapidly  https://t.co/9KgjdEvB5Y
1,37306E+18;1;"So confused by anti-vaxx rhetoric like

 ""why would you take a dangerous vaccine that has been maybe, maybe linked to a few deaths in 10 million to prevent a harmless flu that just kills 1 in 100 people?"""
1,34222E+18;0;If you have ever drunken from the communion wine, you do NOT need to worry about what’s in the vaccine #STACEM
1,36031E+18;0;Just got my second dose of vaccine! https://t.co/Yv2cPQ6RR6
1,34193E+18;1;"""Purple revolution"", China, Mexico &amp; the 80% depopulation cabal planned the virus, lockdown and vaccine. The “vaccine” is meant to decrease lifespan by causing cancer, &amp; ailments. The ""virus"" is meant to drive people towards the vaccine. Ties to spygate. https://t.co/0heTaDzoIu"
1,38753E+18;0;"The doc was both hilarious and a butt. He didn't even give me a bandaid!!! He was amazing at giving shots, though. 
#COVIDVaccination #vaccinated #VaccinesWork #vaccine #InThisTogether #hope https://t.co/LNFrQOSJMV"
1,35882E+18;1;URGENT! DOCTORS FROM AROUND THE WORLD URGING PEOPLE TO NOT GET THIS EXPERIMENTAL mRNA VACCINE!  https://t.co/nf9mWs071w
1,34624E+18;0;just got my covid vaccine <U+0001F97A>
1,34677E+18;0;If you've ever been in a Chuck e cheese ball pit. Don't worry about what's in the vaccine
1,38737E+18;0;Pleased to announce the National Immunisation Advisory Committee (NIAC) has today issued a series of revised recommendations to the Department of Health so that more vaccines will be available to more people, thus supporting the acceleration of the vaccine programme.#VaccinesWork
1,38763E+18;1;"Worth revisiting the evidence ex Dr. Vanessa Schmidt-Krüger who back in March discussed the large scale manufacturing process control issues which cause the Pfizer /BioNTech gene therapy injectable to have serious contamination issues with linearised DNA 

https://t.co/ICLzSQhE19"
1,36026E+18;0;'I feel so honored, privileged, grateful, jazzed': Nurse describes COVID-19 vaccine experience https://t.co/6e2PZcYkS0
1,36039E+18;0;Got my first dose of the vaccine <U+263A><U+FE0F>
1,3433E+18;0;My first friend in the US to score a vaccine appeared on social media today nearly incandescent with relief. Good to see it starting.
1,34679E+18;0;if u know these too well then u don’t have to worry about what’s in the vaccine https://t.co/npPoEXG168
1,38786E+18;0;"Join Julie and keep your community safer your COVID vaccine today.  Walk-ins welcome at Newton Clinic. 
Check out our website for more information. 
https://t.co/VQwnepjbIF
#capstone #newtoniowa #vaccinatedfor #covidvaccine #publichealth #iowa https://t.co/YUp2nHosgm"
1,37242E+18;1;Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/nzIc2NOFaY https://t.co/ngUL3FQlQ3
1,34223E+18;0;If you ever did a body shot off someone you hardly knew at La Cocina during a @UArizonaActMT opening night party don’t worry about what’s in the vaccine.
1,38779E+18;0;2nd dose in my arm. Emotional day today, so grateful<U+2764><U+FE0F> #Pfizer #Vaccinated https://t.co/NAcQUPiI0Q
1,34667E+18;0;If u have EVER shopped at the Walmart on Welland Ave, u don’t need to worry about what’s in the vaccine.
1,34658E+18;0;So I’ve seen that tweet where it says if you’ve dated a man in the military you shouldn’t worry about what’s in the vaccine..<U+0001F62C><U+0001F62C><U+0001F602>
1,34649E+18;0;if you’ve ever licked a salt lamp you don’t need to worry about what’s in the vaccine
1,37318E+18;1;"The US Government National Institutes of Health (NIH) has confirmed that the mRNA vaccine is a form of gene therapy, an approach that can have “serious health risks, such as toxicity, inflammation and cancer.”
https://t.co/9fgwdebmjr"
1,36019E+18;0;Vaccine Update, 18 hours post-2nd dose: Some mild soreness at my injection site + mild axial lymphadenopathy (armpit lymph node is swollen)
1,34679E+18;0;If you got your ears pierced with a gun you don’t need to worry about what’s in the vaccine
1,35925E+18;0;Just got my 1st Covid vaccine inoculation! 2nd one's scheduled for March. What a relief!
1,38743E+18;0;"In today's @People, @itsgabrielleu and @DwyaneWade talk about their new book, #parenting and working with Vaccinate Your Family on a new #vaccine awareness campaign called ""Don't Skip"". Stay tuned for more details coming soon! https://t.co/i5F64ALaI3 #DontSkip #VaccinesWork"
1,34223E+18;0;If you drank bummies growing up, don't worry about what's in the vaccine
1,3611E+18;0;I'm waiting to get my vaccine and ngl im anxious
1,37375E+18;0;waiting to get my vaccine appointment like https://t.co/7er1L6VkdI
1,3466E+18;0;If you’ve ever used box dye you don’t have to worry about what’s in the vaccine
1,37407E+18;0;$IPOE got my 2nd COVID vaccine shot at The Forum in Inglewood this morning and guess was across the street - SoFi https://t.co/WCkEIP1eaB
1,39027E+18;0;"We are grateful to @NIHDirector for showcasing our @SternLab and @ClalitResearch collaborative study in his blog

It showed an excess proportion of specific variants within (rare) vaccine breakthrough cases, hinting differential VE for infection by variant
https://t.co/3EvTEZjr6W"
1,36095E+18;1;"I defer to experts like @NeilDotObrien and @piersmorgan on this, but it seems to me that people are not being injected with a ""vaccine"" but with an experimental drug which plays roulette with the immune system."
1,34614E+18;0;Well I just got my first jab of the Moderna vaccine. I'll let everyone know if my face melts off like the guy on Raiders of the Lost Ark. So far so good.
1,34525E+18;1;.@GovTimWalz Force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional. Medical mandates don't belong in a free society. Let each person choose how they care for their bodies. #nomandates #noforcedcovidvaccines
1,36036E+18;0;Majority of all vaccine doses administered to Wisconsin residents given in last three weeks https://t.co/JqNSDexwkw
1,34399E+18;0;2020 was a year, but for my family I think it’s one we’ll always think of in a grateful way! We were lucky enough to travel to Hawai’i, welcome 2 sweet animals to our tribe, extra time at home for virtual school, I turned 40 and a vaccine was made! <U+0001F44A><U+0001F64F>
1,35884E+18;1;"They've been calling it a safe word like ""vaccine"" but mRNA experimental technology is far from it. Now be good little Guinea pigs,  ignore that fact and take your experimental medicine.  #Covid1984 https://t.co/mPkgzrcfHH"
1,34325E+18;0;if youve ever been here dont worry about whats in the vaccine https://t.co/RzLzCXc86J
1,34222E+18;0;If you use water instead of milk in your hot chocolate , don’t worry about what’s in the vaccine
1,38703E+18;1;Group Leader, Cell Culture, Gene Therapy, - Chesterfield, Missouri - Pfizer #ScienceJobs https://t.co/ZAh04HmIlx
1,34361E+18;0;My dad gets his vaccine today. <U+0001F64F><U+0001F3FD><U+0001F5A4> 2021 looking hopeful.
1,34677E+18;0;if you wear your clothes straight from the store without washing them first don't worry about what's in the vaccine
1,38629E+18;1;"People think they're mint getting the vaccine don't they. ""It was only a scratch, I'm fine!"" Yeah, for now...

#vaccines #depopulation"
1,34438E+18;0;I JUST MADE MY ABUELAS APPOINTMENT FOR HER VACCINE AND IVE NEVER BEEN MORE EXCITED FOR ANYTHING IN MY LIFE!!!!!!
